state,quarter,year,qtr_num,admin_period,ca_count,cb_count,rc_count,ulp_total,rc_certified,rc_cert_rate,ca_employees,rc_employees,ca_median_duration,rc_median_duration,ca_multi_allege_pct,n_retaliation,n_coercion,n_coercive_rules,n_bargaining,n_discrimination,n_surveillance,ca_count_lag1,ulp_total_lag1,n_retaliation_lag1,ca_count_lag2,ulp_total_lag2,n_retaliation_lag2,ca_count_lag4,ulp_total_lag4,n_retaliation_lag4,ca_yoy,rc_yoy
PA,2023Q4,2023,4,4_Cemex_Era,210,27,36,237,18,0.5,75.5,21.0,113.5,44.5,0.9952380952380953,72,33,37,89,59,17,226.0,272.0,83.0,184.0,216.0,67.0,139.0,167.0,49.0,51.07913669064747,50.0
PA,2024Q1,2024,1,4_Cemex_Era,173,46,29,219,20,0.6896551724137931,80.0,40.0,93.0,38.0,1.0,61,23,12,79,44,20,210.0,237.0,72.0,226.0,272.0,83.0,163.0,188.0,62.0,6.134969325153383,44.99999999999999
PA,2024Q2,2024,2,4_Cemex_Era,206,41,25,247,12,0.48,65.0,14.0,133.0,32.0,1.0,55,33,13,107,51,28,173.0,219.0,61.0,210.0,237.0,72.0,184.0,216.0,67.0,11.956521739130444,47.058823529411775
PA,2024Q3,2024,3,4_Cemex_Era,174,25,32,199,18,0.6206896551724138,61.0,18.0,151.5,35.0,1.0,67,23,18,87,59,19,206.0,247.0,55.0,173.0,219.0,61.0,226.0,272.0,83.0,-23.008849557522126,100.0
PA,2024Q4,2024,4,4_Cemex_Era,171,46,34,217,21,0.6363636363636364,80.0,25.5,136.0,42.0,1.0,63,19,12,86,46,12,174.0,199.0,67.0,206.0,247.0,55.0,210.0,237.0,72.0,-18.571428571428573,-5.555555555555558
PR,2013Q1,2013,1,1_Pro-Labor_Expansion,78,12,15,90,7,0.4666666666666667,61.0,16.0,73.0,47.0,1.0,14,10,0,63,21,2,,,,,,,,,,,
PR,2013Q2,2013,2,1_Pro-Labor_Expansion,75,10,8,85,3,0.375,100.0,18.0,68.5,49.5,1.0,14,6,0,57,17,5,78.0,90.0,14.0,,,,,,,,
PR,2013Q3,2013,3,1_Pro-Labor_Expansion,91,16,9,107,5,0.5555555555555556,90.0,26.0,78.0,67.0,1.0,30,7,2,70,35,5,75.0,85.0,14.0,78.0,90.0,14.0,,,,,
PR,2013Q4,2013,4,1_Pro-Labor_Expansion,107,8,9,115,3,0.3333333333333333,68.0,22.0,70.5,49.0,1.0,16,8,2,85,22,7,91.0,107.0,30.0,75.0,85.0,14.0,,,,,
PR,2014Q1,2014,1,1_Pro-Labor_Expansion,83,11,7,94,4,0.5714285714285714,100.0,29.0,63.0,55.0,1.0,18,3,1,63,20,5,107.0,115.0,16.0,91.0,107.0,30.0,78.0,90.0,14.0,6.41025641025641,-53.333333333333336
PR,2014Q2,2014,2,1_Pro-Labor_Expansion,116,16,14,132,7,0.5,100.0,17.5,62.0,48.5,1.0,31,9,1,83,32,7,83.0,94.0,18.0,107.0,115.0,16.0,75.0,85.0,14.0,54.666666666666664,75.0
PR,2014Q3,2014,3,1_Pro-Labor_Expansion,92,23,3,115,1,0.3333333333333333,100.0,19.0,66.5,37.0,1.0,15,9,2,72,24,9,116.0,132.0,31.0,83.0,94.0,18.0,91.0,107.0,30.0,1.098901098901095,-66.66666666666667
PR,2014Q4,2014,4,1_Pro-Labor_Expansion,69,17,6,86,3,0.5,100.0,16.5,90.0,39.0,1.0,12,4,0,60,16,1,92.0,115.0,15.0,116.0,132.0,31.0,107.0,115.0,16.0,-35.51401869158879,-33.333333333333336
PR,2015Q1,2015,1,1_Pro-Labor_Expansion,58,27,13,85,4,0.3076923076923077,40.0,11.0,85.5,41.0,1.0,11,4,0,47,20,2,69.0,86.0,12.0,92.0,115.0,15.0,83.0,94.0,18.0,-30.12048192771084,85.71428571428572
PR,2015Q2,2015,2,1_Pro-Labor_Expansion,63,24,10,87,3,0.3,50.0,24.5,94.0,37.5,1.0,11,9,1,51,16,2,58.0,85.0,11.0,69.0,86.0,12.0,116.0,132.0,31.0,-45.689655172413794,-28.57142857142857
PR,2015Q3,2015,3,1_Pro-Labor_Expansion,65,11,15,76,8,0.5333333333333333,200.0,32.0,77.0,38.0,1.0,10,4,1,57,16,4,63.0,87.0,11.0,58.0,85.0,11.0,92.0,115.0,15.0,-29.34782608695652,400.0
PR,2015Q4,2015,4,1_Pro-Labor_Expansion,62,6,4,68,2,0.5,100.0,31.0,90.0,35.0,0.9838709677419355,7,4,1,50,12,1,65.0,76.0,10.0,63.0,87.0,11.0,69.0,86.0,12.0,-10.144927536231885,-33.333333333333336
PR,2016Q1,2016,1,1_Pro-Labor_Expansion,110,13,7,123,6,0.8571428571428571,150.0,34.0,78.0,36.0,1.0,27,10,1,81,32,6,62.0,68.0,7.0,65.0,76.0,10.0,58.0,85.0,11.0,89.65517241379311,-46.15384615384615
PR,2016Q2,2016,2,1_Pro-Labor_Expansion,134,14,6,148,2,0.3333333333333333,62.5,22.0,103.0,37.0,1.0,15,5,3,122,26,3,110.0,123.0,27.0,62.0,68.0,7.0,63.0,87.0,11.0,112.6984126984127,-40.0
PR,2016Q3,2016,3,1_Pro-Labor_Expansion,123,14,2,137,1,0.5,65.0,26.0,96.5,28.5,1.0,19,7,2,106,25,5,134.0,148.0,15.0,110.0,123.0,27.0,65.0,76.0,10.0,89.23076923076923,-86.66666666666667
PR,2016Q4,2016,4,1_Pro-Labor_Expansion,137,9,5,146,0,0.0,100.0,53.0,87.0,36.0,1.0,23,11,3,104,29,3,123.0,137.0,19.0,134.0,148.0,15.0,62.0,68.0,7.0,120.96774193548386,25.0
PR,2017Q1,2017,1,2_Employer-Favorable,92,18,5,110,2,0.4,56.0,28.0,94.0,33.0,1.0,19,7,4,68,27,3,137.0,146.0,23.0,123.0,137.0,19.0,110.0,123.0,27.0,-16.36363636363637,-28.57142857142857
PR,2017Q2,2017,2,2_Employer-Favorable,73,14,7,87,4,0.5714285714285714,100.0,39.0,84.0,36.0,1.0,14,5,2,53,16,4,92.0,110.0,19.0,137.0,146.0,23.0,134.0,148.0,15.0,-45.52238805970149,16.666666666666675
PR,2017Q3,2017,3,2_Employer-Favorable,49,7,3,56,0,0.0,36.0,29.0,139.0,28.0,1.0,6,2,1,40,12,0,73.0,87.0,14.0,92.0,110.0,19.0,123.0,137.0,19.0,-60.162601626016254,50.0
PR,2017Q4,2017,4,2_Employer-Favorable,30,9,1,39,1,1.0,100.0,46.0,85.0,44.0,1.0,3,1,0,28,4,0,49.0,56.0,6.0,73.0,87.0,14.0,137.0,146.0,23.0,-78.1021897810219,-80.0
PR,2018Q1,2018,1,2_Employer-Favorable,57,8,0,65,0,,80.0,,80.5,,1.0,9,5,1,47,11,2,30.0,39.0,3.0,49.0,56.0,6.0,92.0,110.0,19.0,-38.04347826086957,-100.0
PR,2018Q2,2018,2,2_Employer-Favorable,61,20,12,81,8,0.6666666666666666,100.0,16.5,83.5,38.5,1.0,8,4,0,49,13,1,57.0,65.0,9.0,30.0,39.0,3.0,73.0,87.0,14.0,-16.43835616438356,71.42857142857142
PR,2018Q3,2018,3,2_Employer-Favorable,44,17,7,61,6,0.8571428571428571,40.0,29.0,84.0,38.0,1.0,3,4,0,37,4,2,61.0,81.0,8.0,57.0,65.0,9.0,49.0,56.0,6.0,-10.204081632653061,133.33333333333334
PR,2018Q4,2018,4,2_Employer-Favorable,64,22,2,86,2,1.0,100.0,131.5,81.0,34.0,1.0,9,5,3,52,12,2,44.0,61.0,3.0,61.0,81.0,8.0,30.0,39.0,3.0,113.33333333333333,100.0
PR,2019Q1,2019,1,2_Employer-Favorable,66,23,12,89,6,0.5,33.0,58.0,84.0,33.0,1.0,12,6,3,51,15,6,64.0,86.0,9.0,44.0,61.0,3.0,57.0,65.0,9.0,15.789473684210531,inf
PR,2019Q2,2019,2,2_Employer-Favorable,70,19,4,89,1,0.25,40.0,17.5,80.0,13.0,1.0,15,4,1,59,19,0,66.0,89.0,12.0,64.0,86.0,9.0,61.0,81.0,8.0,14.754098360655732,-66.66666666666667
PR,2019Q3,2019,3,2_Employer-Favorable,73,16,8,89,3,0.375,50.0,7.5,57.0,21.5,1.0,10,5,1,65,14,3,70.0,89.0,15.0,66.0,89.0,12.0,44.0,61.0,3.0,65.90909090909092,14.28571428571428
PR,2019Q4,2019,4,2_Employer-Favorable,61,14,3,75,2,0.6666666666666666,50.0,16.0,48.0,48.0,1.0,14,7,1,50,17,1,73.0,89.0,10.0,70.0,89.0,15.0,64.0,86.0,9.0,-4.6875,50.0
PR,2020Q1,2020,1,2_Employer-Favorable,84,25,4,109,4,1.0,40.0,26.5,63.0,55.5,1.0,7,4,0,73,10,3,61.0,75.0,14.0,73.0,89.0,10.0,66.0,89.0,12.0,27.27272727272727,-66.66666666666667
PR,2020Q2,2020,2,2_Employer-Favorable,83,7,0,90,0,,60.0,,70.0,,1.0,18,7,1,69,18,3,84.0,109.0,7.0,61.0,75.0,14.0,70.0,89.0,15.0,18.571428571428573,-100.0
PR,2020Q3,2020,3,2_Employer-Favorable,54,12,1,66,1,1.0,90.0,54.0,58.0,38.0,1.0,9,4,3,46,8,0,83.0,90.0,18.0,84.0,109.0,7.0,73.0,89.0,10.0,-26.027397260273975,-87.5
PR,2020Q4,2020,4,2_Employer-Favorable,44,11,0,55,0,,64.0,,58.0,,1.0,6,2,2,41,5,1,54.0,66.0,9.0,83.0,90.0,18.0,61.0,75.0,14.0,-27.86885245901639,-100.0
PR,2021Q1,2021,1,3_Labor_Restoration,60,8,4,68,1,0.25,100.0,12.5,64.0,102.0,1.0,11,5,4,48,9,3,44.0,55.0,6.0,54.0,66.0,9.0,84.0,109.0,7.0,-28.57142857142857,0.0
PR,2021Q2,2021,2,3_Labor_Restoration,68,15,12,83,6,0.5,200.0,11.5,82.0,69.5,1.0,11,3,2,56,10,2,60.0,68.0,11.0,44.0,55.0,6.0,83.0,90.0,18.0,-18.07228915662651,inf
PR,2021Q3,2021,3,3_Labor_Restoration,81,12,5,93,2,0.4,100.0,8.0,62.0,84.0,0.9876543209876543,8,5,3,68,9,5,68.0,83.0,11.0,60.0,68.0,11.0,54.0,66.0,9.0,50.0,400.0
PR,2021Q4,2021,4,3_Labor_Restoration,69,14,2,83,1,0.5,60.0,11.5,93.0,32.0,1.0,10,4,0,60,11,0,81.0,93.0,8.0,68.0,83.0,11.0,44.0,55.0,6.0,56.81818181818181,inf
PR,2022Q1,2022,1,3_Labor_Restoration,65,17,4,82,0,0.0,40.0,6.0,79.0,37.5,1.0,5,4,2,55,7,2,69.0,83.0,10.0,81.0,93.0,8.0,60.0,68.0,11.0,8.333333333333325,0.0
PR,2022Q2,2022,2,3_Labor_Restoration,97,22,4,119,3,0.75,40.0,29.0,83.0,73.0,1.0,14,11,11,84,11,4,65.0,82.0,5.0,69.0,83.0,10.0,68.0,83.0,11.0,42.64705882352941,-66.66666666666667
PR,2022Q3,2022,3,3_Labor_Restoration,97,21,5,118,2,0.4,55.0,15.0,57.0,35.0,1.0,21,7,3,74,16,3,97.0,119.0,14.0,65.0,82.0,5.0,81.0,93.0,8.0,19.753086419753085,0.0
PR,2022Q4,2022,4,3_Labor_Restoration,94,17,4,111,2,0.5,40.0,11.0,101.0,27.5,1.0,12,1,1,82,10,0,97.0,118.0,21.0,97.0,119.0,14.0,69.0,83.0,10.0,36.23188405797102,100.0
PR,2023Q1,2023,1,3_Labor_Restoration,75,19,7,94,6,0.8571428571428571,40.0,16.0,74.0,56.0,1.0,16,7,2,61,15,5,94.0,111.0,12.0,97.0,118.0,21.0,65.0,82.0,5.0,15.384615384615374,75.0
PR,2023Q2,2023,2,3_Labor_Restoration,86,11,2,97,1,0.5,40.0,10.0,89.0,43.0,1.0,11,2,3,75,14,2,75.0,94.0,16.0,94.0,111.0,12.0,97.0,119.0,14.0,-11.340206185567014,-50.0
PR,2023Q3,2023,3,3_Labor_Restoration,54,15,6,69,3,0.5,100.0,16.0,88.0,44.0,1.0,15,8,4,38,16,6,86.0,97.0,11.0,75.0,94.0,16.0,97.0,118.0,21.0,-44.329896907216494,19.999999999999996
PR,2023Q4,2023,4,4_Cemex_Era,69,11,6,80,5,1.0,40.0,44.5,115.0,79.0,1.0,13,1,4,58,12,5,54.0,69.0,15.0,86.0,97.0,11.0,94.0,111.0,12.0,-26.595744680851062,50.0
PR,2024Q1,2024,1,4_Cemex_Era,67,9,2,76,2,1.0,93.0,27.5,79.0,49.0,1.0,7,3,0,54,10,3,69.0,80.0,13.0,54.0,69.0,15.0,75.0,94.0,16.0,-10.666666666666668,-71.42857142857143
PR,2024Q2,2024,2,4_Cemex_Era,69,21,16,90,6,0.375,120.0,24.0,104.0,50.0,1.0,6,5,1,60,7,4,67.0,76.0,7.0,69.0,80.0,13.0,86.0,97.0,11.0,-19.76744186046512,700.0
PR,2024Q3,2024,3,4_Cemex_Era,67,16,5,83,2,0.4,40.0,20.0,133.0,40.0,1.0,9,3,4,54,9,4,69.0,90.0,6.0,67.0,76.0,7.0,54.0,69.0,15.0,24.07407407407407,-16.666666666666664
PR,2024Q4,2024,4,4_Cemex_Era,71,6,3,77,1,0.3333333333333333,150.0,14.0,97.5,26.0,1.0,10,3,2,59,6,5,67.0,83.0,9.0,69.0,90.0,6.0,69.0,80.0,13.0,2.898550724637672,-50.0
RI,2013Q1,2013,1,1_Pro-Labor_Expansion,10,1,5,11,1,0.2,50.0,20.0,49.5,43.0,1.0,4,0,1,4,4,0,,,,,,,,,,,
RI,2013Q2,2013,2,1_Pro-Labor_Expansion,20,5,3,25,2,0.6666666666666666,85.0,30.0,72.5,36.0,1.0,5,4,2,6,8,7,10.0,11.0,4.0,,,,,,,,
RI,2013Q3,2013,3,1_Pro-Labor_Expansion,15,1,6,16,4,0.6666666666666666,50.0,18.0,229.0,48.0,1.0,3,2,2,8,6,2,20.0,25.0,5.0,10.0,11.0,4.0,,,,,
RI,2013Q4,2013,4,1_Pro-Labor_Expansion,6,2,1,8,0,0.0,1500.0,7.0,286.5,49.0,1.0,0,0,0,5,0,1,15.0,16.0,3.0,20.0,25.0,5.0,,,,,
RI,2014Q1,2014,1,1_Pro-Labor_Expansion,20,0,1,20,0,0.0,80.0,22.0,105.0,50.0,1.0,7,1,3,11,9,1,6.0,8.0,0.0,15.0,16.0,3.0,10.0,11.0,4.0,100.0,-80.0
RI,2014Q2,2014,2,1_Pro-Labor_Expansion,29,4,5,33,1,0.2,70.0,3.0,60.0,39.0,1.0,5,5,4,14,6,7,20.0,20.0,7.0,6.0,8.0,0.0,20.0,25.0,5.0,44.99999999999999,66.66666666666667
RI,2014Q3,2014,3,1_Pro-Labor_Expansion,10,5,4,15,2,0.5,1100.0,17.0,67.5,53.5,1.0,0,1,0,9,1,2,29.0,33.0,5.0,20.0,20.0,7.0,15.0,16.0,3.0,-33.333333333333336,-33.333333333333336
RI,2014Q4,2014,4,1_Pro-Labor_Expansion,25,6,5,31,1,0.2,100.0,8.0,107.0,17.0,1.0,8,1,1,13,9,2,10.0,15.0,0.0,29.0,33.0,5.0,6.0,8.0,0.0,316.6666666666667,400.0
RI,2015Q1,2015,1,1_Pro-Labor_Expansion,29,1,4,30,4,1.0,30.0,14.0,91.0,54.0,1.0,5,6,1,12,8,4,25.0,31.0,8.0,10.0,15.0,0.0,20.0,20.0,7.0,44.99999999999999,300.0
RI,2015Q2,2015,2,1_Pro-Labor_Expansion,41,5,2,46,2,1.0,54.0,25.0,135.0,106.5,1.0,6,11,0,16,20,1,29.0,30.0,5.0,25.0,31.0,8.0,29.0,33.0,5.0,41.37931034482758,-60.0
RI,2015Q3,2015,3,1_Pro-Labor_Expansion,29,3,3,32,1,0.3333333333333333,745.0,7.0,103.0,29.0,1.0,9,4,3,16,6,2,41.0,46.0,6.0,29.0,30.0,5.0,10.0,15.0,0.0,190.0,-25.0
RI,2015Q4,2015,4,1_Pro-Labor_Expansion,30,1,4,31,3,0.75,157.5,13.0,70.0,27.0,1.0,6,2,1,20,7,3,29.0,32.0,9.0,41.0,46.0,6.0,25.0,31.0,8.0,19.999999999999996,-19.999999999999996
RI,2016Q1,2016,1,1_Pro-Labor_Expansion,31,3,4,34,2,0.5,850.0,38.5,91.0,36.0,1.0,4,2,1,26,5,1,30.0,31.0,6.0,29.0,32.0,9.0,29.0,30.0,5.0,6.896551724137923,0.0
RI,2016Q2,2016,2,1_Pro-Labor_Expansion,101,5,5,106,3,0.6,1000.0,8.0,83.0,29.0,1.0,9,4,1,84,16,2,31.0,34.0,4.0,30.0,31.0,6.0,41.0,46.0,6.0,146.34146341463415,150.0
RI,2016Q3,2016,3,1_Pro-Labor_Expansion,15,3,3,18,2,0.6666666666666666,745.0,3.0,79.0,29.0,1.0,2,1,2,12,0,1,101.0,106.0,9.0,31.0,34.0,4.0,29.0,32.0,9.0,-48.275862068965516,0.0
RI,2016Q4,2016,4,1_Pro-Labor_Expansion,27,3,3,30,3,1.0,745.0,18.0,85.0,38.0,1.0,6,3,2,20,7,2,15.0,18.0,2.0,101.0,106.0,9.0,30.0,31.0,6.0,-9.999999999999998,-25.0
RI,2017Q1,2017,1,2_Employer-Favorable,28,4,1,32,1,1.0,47.0,80.0,73.0,27.0,1.0,5,2,1,23,6,1,27.0,30.0,6.0,15.0,18.0,2.0,31.0,34.0,4.0,-9.677419354838712,-75.0
RI,2017Q2,2017,2,2_Employer-Favorable,17,4,6,21,4,0.6666666666666666,65.0,22.0,127.0,31.5,1.0,5,3,0,12,5,1,28.0,32.0,5.0,27.0,30.0,6.0,101.0,106.0,9.0,-83.16831683168317,19.999999999999996
RI,2017Q3,2017,3,2_Employer-Favorable,27,5,4,32,1,0.25,29.0,15.5,108.0,31.5,1.0,6,3,2,23,9,1,17.0,21.0,5.0,28.0,32.0,5.0,15.0,18.0,2.0,80.0,33.33333333333333
RI,2017Q4,2017,4,2_Employer-Favorable,26,6,4,32,2,0.5,55.0,14.0,58.5,102.5,1.0,6,3,3,15,9,2,27.0,32.0,6.0,17.0,21.0,5.0,27.0,30.0,6.0,-3.703703703703709,33.33333333333333
RI,2018Q1,2018,1,2_Employer-Favorable,32,3,3,35,3,1.0,76.0,31.0,82.5,43.0,1.0,10,2,1,19,15,2,26.0,32.0,6.0,27.0,32.0,6.0,28.0,32.0,5.0,14.28571428571428,200.0
RI,2018Q2,2018,2,2_Employer-Favorable,37,3,0,40,0,,68.0,,112.0,,1.0,8,3,0,26,9,2,32.0,35.0,10.0,26.0,32.0,6.0,17.0,21.0,5.0,117.64705882352939,-100.0
RI,2018Q3,2018,3,2_Employer-Favorable,26,4,4,30,4,1.0,30.0,7.5,80.5,32.0,1.0,7,2,1,16,11,3,37.0,40.0,8.0,32.0,35.0,10.0,27.0,32.0,6.0,-3.703703703703709,0.0
RI,2018Q4,2018,4,2_Employer-Favorable,28,6,1,34,0,0.0,155.0,150.0,58.0,20.0,1.0,13,2,2,15,11,1,26.0,30.0,7.0,37.0,40.0,8.0,26.0,32.0,6.0,7.692307692307687,-75.0
RI,2019Q1,2019,1,2_Employer-Favorable,25,7,2,32,0,0.0,80.0,8.0,56.0,20.0,1.0,2,3,0,16,7,4,28.0,34.0,13.0,26.0,30.0,7.0,32.0,35.0,10.0,-21.875,-33.333333333333336
RI,2019Q2,2019,2,2_Employer-Favorable,39,8,3,47,3,1.0,104.0,10.0,86.0,30.0,1.0,8,4,2,23,11,8,25.0,32.0,2.0,28.0,34.0,13.0,37.0,40.0,8.0,5.405405405405395,inf
RI,2019Q3,2019,3,2_Employer-Favorable,17,1,4,18,3,0.75,900.0,64.0,174.0,31.0,1.0,3,0,0,16,4,1,39.0,47.0,8.0,25.0,32.0,2.0,26.0,30.0,7.0,-34.61538461538461,0.0
RI,2019Q4,2019,4,2_Employer-Favorable,32,2,4,34,1,0.25,200.0,23.5,77.5,37.5,1.0,8,4,0,21,12,1,17.0,18.0,3.0,39.0,47.0,8.0,28.0,34.0,13.0,14.28571428571428,300.0
RI,2020Q1,2020,1,2_Employer-Favorable,11,2,6,13,2,0.3333333333333333,200.0,14.5,77.0,47.5,1.0,2,1,1,8,2,0,32.0,34.0,8.0,17.0,18.0,3.0,25.0,32.0,2.0,-56.00000000000001,200.0
RI,2020Q2,2020,2,2_Employer-Favorable,10,2,0,12,0,,175.0,,37.0,,1.0,0,0,0,10,0,0,11.0,13.0,2.0,32.0,34.0,8.0,39.0,47.0,8.0,-74.35897435897436,-100.0
RI,2020Q3,2020,3,2_Employer-Favorable,15,2,4,17,4,1.0,50.0,23.5,50.0,63.0,1.0,2,4,0,10,2,2,10.0,12.0,0.0,11.0,13.0,2.0,17.0,18.0,3.0,-11.764705882352944,0.0
RI,2020Q4,2020,4,2_Employer-Favorable,14,2,2,16,2,1.0,112.5,16.0,81.0,71.5,1.0,2,2,0,8,4,1,15.0,17.0,2.0,10.0,12.0,0.0,32.0,34.0,8.0,-56.25,-50.0
RI,2021Q1,2021,1,3_Labor_Restoration,39,1,7,40,5,0.7142857142857143,800.0,16.0,70.0,58.0,1.0,6,5,1,25,13,3,14.0,16.0,2.0,15.0,17.0,2.0,11.0,13.0,2.0,254.54545454545453,16.666666666666675
RI,2021Q2,2021,2,3_Labor_Restoration,33,2,1,35,0,0.0,40.0,2.0,124.0,14.0,1.0,8,4,2,21,10,4,39.0,40.0,6.0,14.0,16.0,2.0,10.0,12.0,0.0,229.99999999999997,inf
RI,2021Q3,2021,3,3_Labor_Restoration,34,0,0,34,0,,40.0,,70.0,,1.0,3,3,0,26,1,4,33.0,35.0,8.0,39.0,40.0,6.0,15.0,17.0,2.0,126.66666666666666,-100.0
RI,2021Q4,2021,4,3_Labor_Restoration,22,4,4,26,4,1.0,162.5,75.0,378.5,70.0,1.0,3,0,0,18,3,3,34.0,34.0,3.0,33.0,35.0,8.0,14.0,16.0,2.0,57.14285714285714,100.0
RI,2022Q1,2022,1,3_Labor_Restoration,32,4,1,36,1,1.0,92.5,5.0,120.5,54.0,1.0,6,4,0,28,5,3,22.0,26.0,3.0,34.0,34.0,3.0,39.0,40.0,6.0,-17.948717948717952,-85.71428571428572
RI,2022Q2,2022,2,3_Labor_Restoration,27,3,5,30,1,0.2,65.0,20.0,225.0,18.0,1.0,6,5,0,14,6,6,32.0,36.0,6.0,22.0,26.0,3.0,33.0,35.0,8.0,-18.181818181818176,400.0
RI,2022Q3,2022,3,3_Labor_Restoration,30,3,2,33,0,0.0,150.0,17.0,183.5,20.0,1.0,1,2,1,25,0,2,27.0,30.0,6.0,32.0,36.0,6.0,34.0,34.0,3.0,-11.764705882352944,inf
RI,2022Q4,2022,4,3_Labor_Restoration,19,2,4,21,2,0.5,67.0,7.5,84.0,67.0,1.0,3,3,0,12,5,6,30.0,33.0,1.0,27.0,30.0,6.0,22.0,26.0,3.0,-13.636363636363635,0.0
RI,2023Q1,2023,1,3_Labor_Restoration,41,0,4,41,3,0.75,70.0,220.0,168.0,55.0,1.0,8,4,1,28,11,10,19.0,21.0,3.0,30.0,33.0,1.0,32.0,36.0,6.0,28.125,300.0
RI,2023Q2,2023,2,3_Labor_Restoration,16,3,3,19,1,0.3333333333333333,322.0,3.0,100.5,5.0,1.0,3,1,0,9,4,3,41.0,41.0,8.0,19.0,21.0,3.0,27.0,30.0,6.0,-40.74074074074075,-40.0
RI,2023Q3,2023,3,3_Labor_Restoration,17,6,2,23,2,1.0,100.0,80.0,207.0,58.0,1.0,6,0,0,14,4,1,16.0,19.0,3.0,41.0,41.0,8.0,30.0,33.0,1.0,-43.333333333333336,0.0
RI,2023Q4,2023,4,4_Cemex_Era,15,1,4,16,3,0.75,100.0,30.5,346.5,35.0,1.0,3,1,1,12,3,2,17.0,23.0,6.0,16.0,19.0,3.0,19.0,21.0,3.0,-21.052631578947366,0.0
RI,2024Q1,2024,1,4_Cemex_Era,20,2,4,22,2,0.5,37.5,34.0,126.0,154.5,1.0,5,4,0,12,6,4,15.0,16.0,3.0,17.0,23.0,6.0,41.0,41.0,8.0,-51.21951219512195,0.0
RI,2024Q2,2024,2,4_Cemex_Era,22,3,6,25,3,0.75,100.0,4.5,315.5,40.5,1.0,6,4,2,14,6,6,20.0,22.0,5.0,15.0,16.0,3.0,16.0,19.0,3.0,37.5,100.0
RI,2024Q3,2024,3,4_Cemex_Era,17,1,6,18,4,0.8,56.0,17.0,254.0,38.0,1.0,3,2,1,14,1,2,22.0,25.0,6.0,20.0,22.0,5.0,17.0,23.0,6.0,0.0,200.0
RI,2024Q4,2024,4,4_Cemex_Era,12,1,9,13,7,0.875,150.0,41.0,84.0,48.5,1.0,3,3,1,7,3,2,17.0,18.0,3.0,22.0,25.0,6.0,15.0,16.0,3.0,-19.999999999999996,125.0
SC,2013Q1,2013,1,1_Pro-Labor_Expansion,30,7,2,37,1,0.5,100.0,79.0,62.0,305.0,1.0,12,3,5,15,8,3,,,,,,,,,,,
SC,2013Q2,2013,2,1_Pro-Labor_Expansion,26,7,2,33,0,0.0,130.0,134.0,75.5,47.5,1.0,11,7,1,11,12,3,30.0,37.0,12.0,,,,,,,,
SC,2013Q3,2013,3,1_Pro-Labor_Expansion,29,9,4,38,3,0.75,168.0,3.5,71.0,55.5,1.0,9,3,1,17,8,0,26.0,33.0,11.0,30.0,37.0,12.0,,,,,
SC,2013Q4,2013,4,1_Pro-Labor_Expansion,29,6,4,35,3,0.75,140.0,7.5,168.0,56.0,1.0,7,4,0,18,7,1,29.0,38.0,9.0,26.0,33.0,11.0,,,,,
SC,2014Q1,2014,1,1_Pro-Labor_Expansion,39,10,2,49,2,1.0,100.0,15.0,58.0,42.5,1.0,15,5,1,22,14,2,29.0,35.0,7.0,29.0,38.0,9.0,30.0,37.0,12.0,30.000000000000004,0.0
SC,2014Q2,2014,2,1_Pro-Labor_Expansion,43,6,7,49,5,0.7142857142857143,100.0,25.0,83.0,45.0,0.9767441860465116,20,6,3,19,16,6,39.0,49.0,15.0,29.0,35.0,7.0,26.0,33.0,11.0,65.38461538461537,250.0
SC,2014Q3,2014,3,1_Pro-Labor_Expansion,33,7,0,40,0,,100.0,,63.0,,0.9696969696969697,9,4,6,12,10,7,43.0,49.0,20.0,39.0,49.0,15.0,29.0,38.0,9.0,13.793103448275868,-100.0
SC,2014Q4,2014,4,1_Pro-Labor_Expansion,31,3,5,34,2,0.4,100.0,8.0,68.0,41.0,0.9354838709677419,4,2,1,19,4,3,33.0,40.0,9.0,43.0,49.0,20.0,29.0,35.0,7.0,6.896551724137923,25.0
SC,2015Q1,2015,1,1_Pro-Labor_Expansion,25,0,2,25,1,0.5,89.0,1265.5,67.0,61.5,0.96,8,2,2,13,7,3,31.0,34.0,4.0,33.0,40.0,9.0,39.0,49.0,15.0,-35.89743589743589,0.0
SC,2015Q2,2015,2,1_Pro-Labor_Expansion,33,3,3,36,1,0.3333333333333333,100.0,130.0,56.0,39.0,1.0,11,3,0,17,12,1,25.0,25.0,8.0,31.0,34.0,4.0,43.0,49.0,20.0,-23.25581395348837,-57.14285714285714
SC,2015Q3,2015,3,1_Pro-Labor_Expansion,29,5,0,34,0,,65.0,,120.0,,1.0,9,3,0,19,6,3,33.0,36.0,11.0,25.0,25.0,8.0,33.0,40.0,9.0,-12.121212121212121,
SC,2015Q4,2015,4,1_Pro-Labor_Expansion,22,5,2,27,2,1.0,65.0,14.5,51.0,27.5,1.0,8,2,1,11,5,1,29.0,34.0,9.0,33.0,36.0,11.0,31.0,34.0,4.0,-29.032258064516125,-60.0
SC,2016Q1,2016,1,1_Pro-Labor_Expansion,21,4,2,25,2,1.0,180.0,103.0,49.0,158.0,1.0,7,2,1,11,4,2,22.0,27.0,8.0,29.0,34.0,9.0,25.0,25.0,8.0,-16.000000000000004,0.0
